Semester;AnkerID (veranstid);Veranstaltungsnummer;Veranstaltungstitel;Abschluss;AbschlussTxT;Studiengang;StudiengangTxT;Vertiefung;Schwerpunkt;SchwerpunktTxt;KzFa;KzFaTxt;PO-Version;Prüfungsnr.;Prüfungstext
20242;1029996;14067;Examenskurs Narrativik  (für alle Lehrämter);33;Lehramt Realschule (modularisiert);008;Englische Philologie;---;U2;;U;Unterrichtsfach;2010;20102;Examenskurs Literaturwissenschaft
20242;1029996;14067;Examenskurs Narrativik  (für alle Lehrämter);35;Lehramt Gymnasium (modularisiert);008;Englische Philologie;---;U3;;U;Unterrichtsfach;2010;20102;Examenskurs Literaturwissenschaft
20242;1029996;14067;Examenskurs Narrativik  (für alle Lehrämter);35;Lehramt Gymnasium (modularisiert);008;Englische Philologie;---;U3;;U;Unterrichtsfach;2010;20699;"Modulprüfung ""Ergänzungsmodul Literaturwissenschaft 2"""
20242;1029997;13967;Einführung in die Literaturwissenschaft (3-stündig mit freiwilligem zusätzlichen Tutorium);33;Lehramt Realschule (modularisiert);008;Englische Philologie;---;U2;;U;Unterrichtsfach;2010;10101;Einführung in die Literaturwissenschaft
20242;1029997;13967;Einführung in die Literaturwissenschaft (3-stündig mit freiwilligem zusätzlichen Tutorium);35;Lehramt Gymnasium (modularisiert);008;Englische Philologie;---;U3;;U;Unterrichtsfach;2010;10101;Einführung in die Literaturwissenschaft
20242;1029997;13967;Einführung in die Literaturwissenschaft (3-stündig mit freiwilligem zusätzlichen Tutorium);WW;WW;WW;WIWI-Pool;;;;H;Hauptfach;0;3820301;Einführung in die Literaturwissenschaft (Proseminar)
20242;1030014;13362;"VOLL &#8211; Wie schreibe ich eine Hausarbeit? Einführung in das wissenschaftliche Schreiben";83;Bachelor;513;Sprache, Literatur und Kultur;---;N3;;N;Nebenfach;2009;22114;Begleitkurs zu Themen der Literaturwissenschaft: m
20242;1030014;13362;"VOLL &#8211; Wie schreibe ich eine Hausarbeit? Einführung in das wissenschaftliche Schreiben";83;Bachelor;513;Sprache, Literatur und Kultur;---;N3;;N;Nebenfach;2009;22116;Begleitkurs zu Themen der Literaturwissenschaft: n
20242;1030014;13362;"VOLL &#8211; Wie schreibe ich eine Hausarbeit? Einführung in das wissenschaftliche Schreiben";83;Bachelor;513;Sprache, Literatur und Kultur;---;N3;;N;Nebenfach;2009;22118;Begleitkurs zu Themen der Literaturwissenschaft: o
20242;1030014;13362;"VOLL &#8211; Wie schreibe ich eine Hausarbeit? Einführung in das wissenschaftliche Schreiben";83;Bachelor;513;Sprache, Literatur und Kultur;---;N3;;N;Nebenfach;2009;22120;Begleitkurs zu Themen der Literaturwissenschaft: p
20242;1030014;13362;"VOLL &#8211; Wie schreibe ich eine Hausarbeit? Einführung in das wissenschaftliche Schreiben";83;Bachelor;513;Sprache, Literatur und Kultur;---;N3;;N;Nebenfach;2009;23114;Begleitkurs zu Themen der Linguistik: m
20242;1030014;13362;"VOLL &#8211; Wie schreibe ich eine Hausarbeit? Einführung in das wissenschaftliche Schreiben";83;Bachelor;513;Sprache, Literatur und Kultur;---;N3;;N;Nebenfach;2009;24114;Begleitkurs zu Themen der Kultur- und Medienwissenschaften: m
20242;1030014;13362;"VOLL &#8211; Wie schreibe ich eine Hausarbeit? Einführung in das wissenschaftliche Schreiben";83;Bachelor;513;Sprache, Literatur und Kultur;---;N3;;N;Nebenfach;2009;24116;Begleitkurs zu Themen der Kultur- und Medienwissenschaften: n
20242;1030017;16681;Einführung in die medizinische Biometrie;83;Bachelor;237;Statistik;---;H2;;H;Hauptfach;2021;20299;Modulprüfung zum Modul: Einführung in die Biometrie
20242;1030017;16681;Einführung in die medizinische Biometrie;83;Bachelor;237;Statistik;---;N3;;N;Nebenfach;2021;20799;Modulprüfung zum Modul: Einführung in die Biometrie
20242;1030017;16681;Einführung in die medizinische Biometrie;83;Bachelor;237;Statistik;105;N2;;N;Nebenfach;2021;20999;Modulprüfung zum Modul: Einführung in die Biometrie
20242;1030017;16681;Einführung in die medizinische Biometrie;83;Bachelor;237;Statistik;149;N3;;N;Nebenfach;2021;20799;Modulprüfung zum Modul: Einführung in die Biometrie
20242;1030019;16683;Wirtschafts- und Sozialstatistik;83;Bachelor;237;Statistik;---;H2;;H;Hauptfach;2021;20399;Modulprüfung zum Modul: Wirtschafts- und Sozialstatistik
20242;1030019;16683;Wirtschafts- und Sozialstatistik;83;Bachelor;237;Statistik;---;N3;;N;Nebenfach;2021;20599;Modulprüfung zum Modul: Wirtschafts- und Sozialstatistik
20242;1030019;16683;Wirtschafts- und Sozialstatistik;83;Bachelor;237;Statistik;149;N3;;N;Nebenfach;2021;20199;Modulprüfung zum Modul: Wirtschafts- und Sozialstatistik
20242;1030020;16684;Statistical Inference;88;Master;276;Wirtschafts- / Finanz- und Versicherungsmathematik;---;M0;;H;Hauptfach;2021;10299;Modulprüfung zum Modul: Statistical Inference
20242;1030020;16684;Statistical Inference;88;Master;535;Statistics and Data Science;---;M0;;H;Hauptfach;2021;10399;Modulprüfung zum Modul: Statistical Inference
20242;1030021;16685;Fortgeschrittene mathematische Methoden in der Statistik;83;Bachelor;237;Statistik;---;H2;;H;Hauptfach;2021;10799;Modulprüfung zum Modul: Fortgeschrittene mathematische Methoden in der Statistik
20242;1030021;16685;Fortgeschrittene mathematische Methoden in der Statistik;83;Bachelor;237;Statistik;149;N3;;N;Nebenfach;2021;20999;Modulprüfung zum Modul: Fortgeschrittene mathematische Methoden in der Statistik
20242;1030030;13533;Georg Büchner: Literatur, Wissenschaft und Französische Revolution;83;Bachelor;513;Sprache, Literatur und Kultur;---;N3;;N;Nebenfach;2009;24116;Begleitkurs zu Themen der Kultur- und Medienwissenschaften: n
20242;1030030;13533;Georg Büchner: Literatur, Wissenschaft und Französische Revolution;WW;WW;WW;WIWI-Pool;;;;H;Hauptfach;0;3820206;Vergleichende Landeskunde und Hermeneutik von Kulturen (Proseminar)
20242;1030044;13417;Das Kino in der Revolte;35;Lehramt Gymnasium (modularisiert);059;Französisch;---;U3;;U;Unterrichtsfach;2017;20699;Modulprüfung zum Modul: Erweiterung Filmwissenschaft
20242;1030044;13417;Das Kino in der Revolte;35;Lehramt Gymnasium (modularisiert);150;Spanisch;---;U3;;U;Unterrichtsfach;2017;20299;Modulprüfung zum Modul: Erweiterung Filmwissenschaft I
20242;1030044;13417;Das Kino in der Revolte;83;Bachelor;513;Sprache, Literatur und Kultur;---;N3;;N;Nebenfach;2009;22116;Begleitkurs zu Themen der Literaturwissenschaft: n
20242;1030044;13417;Das Kino in der Revolte;83;Bachelor;513;Sprache, Literatur und Kultur;---;N3;;N;Nebenfach;2009;24114;Begleitkurs zu Themen der Kultur- und Medienwissenschaften: m
20242;1030044;13417;Das Kino in der Revolte;83;Bachelor;513;Sprache, Literatur und Kultur;---;N3;;N;Nebenfach;2009;24116;Begleitkurs zu Themen der Kultur- und Medienwissenschaften: n
20242;1030044;13417;Das Kino in der Revolte;83;Bachelor;513;Sprache, Literatur und Kultur;---;N3;;N;Nebenfach;2009;24118;Begleitkurs zu Themen der Kultur- und Medienwissenschaften: o
20242;1030057;10127;Ethisches Argumentieren (vhb-Onlinekurs);31;Lehramt Grundschule (modularisiert);250;Erziehungswissenschaften;---;P2;;P;Pädagogik Teil;2016;21899;Modulprüfung zum Modul: Philosophie und Bildung
20242;1030057;10127;Ethisches Argumentieren (vhb-Onlinekurs);32;Lehramt Mittelschule (modularisiert);250;Erziehungswissenschaften;---;P2;;P;Pädagogik Teil;2016;21899;Modulprüfung zum Modul: Philosophie und Bildung
20242;1030057;10127;Ethisches Argumentieren (vhb-Onlinekurs);33;Lehramt Realschule (modularisiert);250;Erziehungswissenschaften;---;P1;;P;Pädagogik Teil;2016;21399;Modulprüfung zum Modul: Philosophie und Bildung
20242;1030057;10127;Ethisches Argumentieren (vhb-Onlinekurs);34;Lehramt für Sonderpädagogik GS (modularisiert / 2 Unterrichtsfächer);250;Erziehungswissenschaften;---;P2;;P;Pädagogik Teil;2016;22499;Modulprüfung zum Modul: Philosophie und Bildung
20242;1030057;10127;Ethisches Argumentieren (vhb-Onlinekurs);35;Lehramt Gymnasium (modularisiert);250;Erziehungswissenschaften;---;P1;;P;Pädagogik Teil;2016;21399;Modulprüfung zum Modul: Philosophie und Bildung
20242;1030057;10127;Ethisches Argumentieren (vhb-Onlinekurs);39;Lehramt für Sonderpädagogik MS (modularisiert / 2 Unterrichtsfächer);250;Erziehungswissenschaften;---;P2;;P;Pädagogik Teil;2016;22499;Modulprüfung zum Modul: Philosophie und Bildung
20242;1030068;14062;Speaking Skills 2 (Classroom);31;Lehramt Grundschule (modularisiert);008;Englische Philologie;---;U1;;U;Unterrichtsfach;2010;10801;Speaking Skills 2
20242;1030068;14062;Speaking Skills 2 (Classroom);33;Lehramt Realschule (modularisiert);008;Englische Philologie;---;U2;;U;Unterrichtsfach;2010;10402;Speaking Skills 2
20242;1030068;14062;Speaking Skills 2 (Classroom);35;Lehramt Gymnasium (modularisiert);008;Englische Philologie;---;U3;;U;Unterrichtsfach;2010;10903;Speaking Skills 2
20242;1030076;11757;Unterrichtsqualität und Lehrerhandeln;31;Lehramt Grundschule (modularisiert);250;Erziehungswissenschaften;---;P2;;P;Pädagogik Teil;2016;22699;Modulprüfung zum Modul: Erziehungswissenschaftlich-didaktische Vertiefung I
20242;1030076;11757;Unterrichtsqualität und Lehrerhandeln;33;Lehramt Realschule (modularisiert);250;Erziehungswissenschaften;---;P1;;P;Pädagogik Teil;2016;20999;Modulprüfung zum Modul: Erziehungswissenschaftlich-didaktische Vertiefung I
20242;1030076;11757;Unterrichtsqualität und Lehrerhandeln;35;Lehramt Gymnasium (modularisiert);250;Erziehungswissenschaften;---;P1;;P;Pädagogik Teil;2016;20999;Modulprüfung zum Modul: Erziehungswissenschaftlich-didaktische Vertiefung I
20242;1030091;09214;Basiskurs Einführung in die Geschichtsdidaktik;31;Lehramt Grundschule (modularisiert);068;Geschichte;---;D1;;D;Didaktik;2020;20199;Modulprüfung zum Modul: Einführungsmodul Grundlagen der Geschichtsdidaktik I
20242;1030091;09214;Basiskurs Einführung in die Geschichtsdidaktik;31;Lehramt Grundschule (modularisiert);068;Geschichte;---;U1;;U;Unterrichtsfach;2020;20199;Modulprüfung zum Modul: Einführungsmodul Grundlagen der Geschichtsdidaktik I
20242;1030091;09214;Basiskurs Einführung in die Geschichtsdidaktik;31;Lehramt Grundschule (modularisiert);068;Geschichte;---;U1;;U;Unterrichtsfach;2020;20299;Modulprüfung zum Modul: Einführungsmodul Grundlagen der Geschichtsdidaktik II
20242;1030091;09214;Basiskurs Einführung in die Geschichtsdidaktik;32;Lehramt Mittelschule (modularisiert);068;Geschichte;---;U1;;U;Unterrichtsfach;2020;20199;Modulprüfung zum Modul: Einführungsmodul Grundlagen der Geschichtsdidaktik I
20242;1030091;09214;Basiskurs Einführung in die Geschichtsdidaktik;32;Lehramt Mittelschule (modularisiert);068;Geschichte;---;U1;;U;Unterrichtsfach;2020;20399;Modulprüfung zum Modul: Einführungsmodul Grundlagen der Geschichtsdidaktik III
20242;1030091;09214;Basiskurs Einführung in die Geschichtsdidaktik;33;Lehramt Realschule (modularisiert);068;Geschichte;---;U2;;U;Unterrichtsfach;2020;20199;Modulprüfung zum Modul: Einführungsmodul Grundlagen der Geschichtsdidaktik I
20242;1030091;09214;Basiskurs Einführung in die Geschichtsdidaktik;35;Lehramt Gymnasium (modularisiert);068;Geschichte;---;U3;;U;Unterrichtsfach;2020;20799;Modulprüfung zum Modul: Einführungsmodul Grundlagen der Geschichtsdidaktik I
20242;1030091;09214;Basiskurs Einführung in die Geschichtsdidaktik;35;Lehramt Gymnasium (modularisiert);068;Geschichte;---;U3;;U;Unterrichtsfach;2020;20899;Modulprüfung zum Modul: Einführungsmodul Grundlagen der Geschichtsdidaktik II
20242;1030091;09214;Basiskurs Einführung in die Geschichtsdidaktik;35;Lehramt Gymnasium (modularisiert);068;Geschichte;---;U3;;U;Unterrichtsfach;2020;20999;Modulprüfung zum Modul: Einführungsmodul Grundlagen der Geschichtsdidaktik III
20242;1030091;09214;Basiskurs Einführung in die Geschichtsdidaktik;39;Lehramt für Sonderpädagogik MS (modularisiert / 2 Unterrichtsfächer);068;Geschichte;---;D2;;D;Didaktik;2020;20699;Modulprüfung zum Modul: Einführungsmodul Grundlagen der Geschichtsdidaktik I
20242;1030096;13965;Einführung in die Literaturwissenschaft (3-stündig mit freiwilligem zusätzlichen Tutorium);31;Lehramt Grundschule (modularisiert);008;Englische Philologie;---;U1;;U;Unterrichtsfach;2010;10101;Einführung in die Literaturwissenschaft
20242;1030096;13965;Einführung in die Literaturwissenschaft (3-stündig mit freiwilligem zusätzlichen Tutorium);33;Lehramt Realschule (modularisiert);008;Englische Philologie;---;U2;;U;Unterrichtsfach;2010;10101;Einführung in die Literaturwissenschaft
20242;1030096;13965;Einführung in die Literaturwissenschaft (3-stündig mit freiwilligem zusätzlichen Tutorium);35;Lehramt Gymnasium (modularisiert);008;Englische Philologie;---;U3;;U;Unterrichtsfach;2010;10101;Einführung in die Literaturwissenschaft
20242;1030102;13335;Einführung in die Interkulturelle Literaturwissenschaft;83;Bachelor;499;Deutsch als Fremdsprache;---;H1;;H;Hauptfach;2015;10399;Modulprüfung zum Modul: Basismodul Literaturwissenschaft Deutsch als Fremdsprache
20242;1030102;13335;Einführung in die Interkulturelle Literaturwissenschaft;83;Bachelor;499;Deutsch als Fremdsprache;---;H1;;H;Hauptfach;2021;10399;Modulprüfung zum Modul: Basismodul Literaturwissenschaft Deutsch als Fremdsprache
20242;1030102;13335;Einführung in die Interkulturelle Literaturwissenschaft;83;Bachelor;499;Deutsch als Fremdsprache;---;N3;;N;Nebenfach;2021;10299;Modulprüfung zum Modul: Basismodul Literaturwissenschaft Deutsch als Fremdsprache
20242;1030102;13335;Einführung in die Interkulturelle Literaturwissenschaft;83;Bachelor;513;Sprache, Literatur und Kultur;---;N3;;N;Nebenfach;2009;22113;Kernveranstaltung zu Themen der Literaturwissenschaft: m
20242;1030102;13335;Einführung in die Interkulturelle Literaturwissenschaft;83;Bachelor;513;Sprache, Literatur und Kultur;---;N3;;N;Nebenfach;2009;22196;"Modulteilprüfung zu ""Themen der Literaturwissenschaft: g"" und ""Themen der Literaturwissenschaft: h"""
20242;1030102;13335;Einführung in die Interkulturelle Literaturwissenschaft;83;Bachelor;513;Sprache, Literatur und Kultur;---;N3;;N;Nebenfach;2009;22199;"Modulteilprüfung zu ""Themen der Literaturwissenschaft: a"" und ""Themen der Literaturwissenschaft: b"""
20242;1030102;13335;Einführung in die Interkulturelle Literaturwissenschaft;83;Bachelor;513;Sprache, Literatur und Kultur;---;N3;;N;Nebenfach;2009;24113;Kernveranstaltung zu Themen der Kultur- und Medienwissenschaften: m
20242;1030102;13335;Einführung in die Interkulturelle Literaturwissenschaft;83;Bachelor;513;Sprache, Literatur und Kultur;---;N3;;N;Nebenfach;2009;24196;"Modulteilprüfung zu ""Themen der Kultur- und Medienwissenschaften: g"" und ""Themen der Kultur- und Medienwissenschaften: h"""
20242;1030102;13335;Einführung in die Interkulturelle Literaturwissenschaft;83;Bachelor;513;Sprache, Literatur und Kultur;---;N3;;N;Nebenfach;2009;24199;"Modulteilprüfung zu ""Themen der Kultur- und Medienwissenschaften: a"" und ""Themen der Kultur- und Medienwissenschaften: b"""
20242;1030103;13457;Einführung in die Sprachwissenschaft des Deutschen;83;Bachelor;499;Deutsch als Fremdsprache;---;H1;;H;Hauptfach;2021;10299;Modulprüfung zum Modul: Basismodul Sprachwissenschaft Deutsch als Fremdsprache
20242;1030103;13457;Einführung in die Sprachwissenschaft des Deutschen;83;Bachelor;499;Deutsch als Fremdsprache;---;N3;;N;Nebenfach;2021;10199;Modulprüfung zum Modul: Basismodul Sprachwissenschaft Deutsch als Fremdsprache
20242;1030103;13457;Einführung in die Sprachwissenschaft des Deutschen;83;Bachelor;513;Sprache, Literatur und Kultur;---;N3;;N;Nebenfach;2009;23196;"Modulteilprüfung zu ""Themen der Linguistik: g"" und ""Themen der Linguistik: h"""
20242;1030103;13457;Einführung in die Sprachwissenschaft des Deutschen;83;Bachelor;513;Sprache, Literatur und Kultur;---;N3;;N;Nebenfach;2009;23199;"Modulteilprüfung zu ""Themen der Linguistik: a"" und ""Themen der Linguistik: b"""
20242;1030113;13637;Morphosyntax des Deutschen und deren Rolle für die DaF-Didaktik;83;Bachelor;499;Deutsch als Fremdsprache;---;H1;;H;Hauptfach;2015;20499;Modulprüfung zum Modul: Erweiterungsmodul Sprachwissenschaft
20242;1030113;13637;Morphosyntax des Deutschen und deren Rolle für die DaF-Didaktik;83;Bachelor;499;Deutsch als Fremdsprache;---;H1;;H;Hauptfach;2021;20499;Modulprüfung zum Modul: Erweiterungsmodul Sprachwissenschaft
20242;1030113;13637;Morphosyntax des Deutschen und deren Rolle für die DaF-Didaktik;83;Bachelor;499;Deutsch als Fremdsprache;---;N3;;N;Nebenfach;2021;20199;Modulprüfung zum Modul: Erweiterungsmodul Sprachwissenschaft
20242;1030114;13639;Cultural Landscaping;83;Bachelor;499;Deutsch als Fremdsprache;---;H1;;H;Hauptfach;2015;20699;Modulprüfung zum Modul: Erweiterungsmodul Kulturwissenschaften
20242;1030114;13639;Cultural Landscaping;83;Bachelor;499;Deutsch als Fremdsprache;---;H1;;H;Hauptfach;2021;20699;Modulprüfung zum Modul: Erweiterungsmodul Kulturwissenschaften
20242;1030114;13639;Cultural Landscaping;83;Bachelor;499;Deutsch als Fremdsprache;---;N3;;N;Nebenfach;2015;20399;Modulprüfung zum Modul: Erweiterungsmodul Kulturwissenschaften
20242;1030114;13639;Cultural Landscaping;83;Bachelor;499;Deutsch als Fremdsprache;---;N3;;N;Nebenfach;2021;20399;Modulprüfung zum Modul: Erweiterungsmodul Kulturwissenschaften
20242;1030114;13639;Cultural Landscaping;89;Master;369;Berufssprache Deutsch;---;T4;;N;Nebenfach;2023;20199;Modulprüfung zum Modul: Erweiterungsmodul Kulturwissenschaften
20242;1030117;13654;Bildung für nachhaltige Entwicklung und Ecocriticism in DaF;83;Bachelor;499;Deutsch als Fremdsprache;---;H1;;H;Hauptfach;2021;10899;Modulprüfung zum Modul: Vertiefungsmodul Interkulturalität und Mehrsprachigkeit
20242;1030117;13654;Bildung für nachhaltige Entwicklung und Ecocriticism in DaF;83;Bachelor;499;Deutsch als Fremdsprache;---;N3;;N;Nebenfach;2021;10699;Modulprüfung zum Modul: Vertiefungsmodul Interkulturalität und Mehrsprachigkeit
20242;1030117;13654;Bildung für nachhaltige Entwicklung und Ecocriticism in DaF;WW;WW;WW;WIWI-Pool;;;;H;Hauptfach;0;3820206;Vergleichende Landeskunde und Hermeneutik von Kulturen (Proseminar)
20242;1030118;13384;"Der Reisebericht des 20. Jahrhunderts. Selbstfindung &#8211; Zivilisationskritik &#8211; Anthropologischer Blick";83;Bachelor;499;Deutsch als Fremdsprache;---;H1;;H;Hauptfach;2021;10899;Modulprüfung zum Modul: Vertiefungsmodul Interkulturalität und Mehrsprachigkeit
20242;1030118;13384;"Der Reisebericht des 20. Jahrhunderts. Selbstfindung &#8211; Zivilisationskritik &#8211; Anthropologischer Blick";83;Bachelor;499;Deutsch als Fremdsprache;---;N3;;N;Nebenfach;2021;10699;Modulprüfung zum Modul: Vertiefungsmodul Interkulturalität und Mehrsprachigkeit
20242;1030118;13384;"Der Reisebericht des 20. Jahrhunderts. Selbstfindung &#8211; Zivilisationskritik &#8211; Anthropologischer Blick";83;Bachelor;513;Sprache, Literatur und Kultur;---;N3;;N;Nebenfach;2009;22118;Begleitkurs zu Themen der Literaturwissenschaft: o
20242;1030118;13384;"Der Reisebericht des 20. Jahrhunderts. Selbstfindung &#8211; Zivilisationskritik &#8211; Anthropologischer Blick";83;Bachelor;513;Sprache, Literatur und Kultur;---;N3;;N;Nebenfach;2009;24120;Begleitkurs zu Themen der Kultur- und Medienwissenschaften: p
20242;1030136;13033;Italienisch A2.1;83;Bachelor;068;Geschichte;---;H1;;H;Hauptfach;2020;21099;Modulprüfung zum Modul: Zweite Fremdsprachengruppe III
20242;1030136;13033;Italienisch A2.1;83;Bachelor;092;Kunstgeschichte;---;H1;;H;Hauptfach;2019;20899;Modulprüfung zum Modul: Fremdsprache I
20242;1030136;13033;Italienisch A2.1;83;Bachelor;092;Kunstgeschichte;---;H1;;H;Hauptfach;2019;20999;Modulprüfung zum Modul: Fremdsprache II
20242;1030136;13033;Italienisch A2.1;83;Bachelor;188;Allgemeine und Vergleichende Literaturwissenschaft;---;H1;;H;Hauptfach;2010;11103;Fremdsprachenerwerb und Sprachpraxis: Erste Sprache
20242;1030136;13033;Italienisch A2.1;ZL;Zusatzleistung;ZSL;Zusatzleistung;;;;Z;Zusatzleistung;0;12003;Italienisch A2.1
20242;1030189;13298;Core skills grammar;31;Lehramt Grundschule (modularisiert);008;Englische Philologie;---;U1;;U;Unterrichtsfach;2010;10202;Core Skills Grammar
20242;1030189;13298;Core skills grammar;35;Lehramt Gymnasium (modularisiert);008;Englische Philologie;---;U3;;U;Unterrichtsfach;2010;10201;Core Skills: Grammar
20242;1030189;13298;Core skills grammar;83;Bachelor;513;Sprache, Literatur und Kultur;---;N3;;N;Nebenfach;2009;51103;Fremdsprachenerwerb: Grundstufe Englisch, Niveau 1, c
20242;1030192;14057;Sprachmittlung 2;31;Lehramt Grundschule (modularisiert);008;Englische Philologie;---;U1;;U;Unterrichtsfach;2010;10802;Sprachmittlung 2
20242;1030192;14057;Sprachmittlung 2;32;Lehramt Mittelschule (modularisiert);008;Englische Philologie;---;U1;;U;Unterrichtsfach;2010;10902;Sprachmittlung 2
20242;1030192;14057;Sprachmittlung 2;33;Lehramt Realschule (modularisiert);008;Englische Philologie;---;U2;;U;Unterrichtsfach;2010;10901;Sprachmittlung 2
20242;1030192;14057;Sprachmittlung 2;35;Lehramt Gymnasium (modularisiert);008;Englische Philologie;---;U3;;U;Unterrichtsfach;2010;11003;Sprachmittlung 2
20242;1030199;;Neue Modulprüfung BASISMODUL DD alle LA;;kein Abschluss (Pool);067;Deutsche Philologie;---;D1;;D;Didaktik;-1;10199;"Modulprüfung zu ""Basismodul Deutschdidaktik (Lehramt Grundschule-Didaktikfach)"""
20242;1030199;;Neue Modulprüfung BASISMODUL DD alle LA;;kein Abschluss (Pool);067;Deutsche Philologie;---;D2;;D;Didaktik;-1;10299;"Modulprüfung zu ""Basismodul Deutschdidaktik (LAHS-Didaktikfach)"""
20242;1030199;;Neue Modulprüfung BASISMODUL DD alle LA;31;Lehramt Grundschule (modularisiert);067;Deutsche Philologie;---;D1;;D;Didaktik;2024;10199;Modulprüfung zum Modul: Basismodul Fachdidaktik Deutsch
20242;1030199;;Neue Modulprüfung BASISMODUL DD alle LA;31;Lehramt Grundschule (modularisiert);067;Deutsche Philologie;---;U1;;U;Unterrichtsfach;2010;10499;"Modulprüfung ""Basismodul Deutschdidaktik (Lehramt Grundschule)"""
20242;1030199;;Neue Modulprüfung BASISMODUL DD alle LA;32;Lehramt Mittelschule (modularisiert);067;Deutsche Philologie;---;U1;;U;Unterrichtsfach;2010;10499;"Modulprüfung ""Basismodul Deutschdidaktik (Lehramt Mittelschule)"""
20242;1030199;;Neue Modulprüfung BASISMODUL DD alle LA;33;Lehramt Realschule (modularisiert);067;Deutsche Philologie;---;U2;;U;Unterrichtsfach;2010;10699;"Modulprüfung ""Basismodul Deutschdidaktik (Lehramt Realschule)"""
20242;1030199;;Neue Modulprüfung BASISMODUL DD alle LA;34;Lehramt für Sonderpädagogik GS (modularisiert / 2 Unterrichtsfächer);067;Deutsche Philologie;---;D1;;D;Didaktik;2010;10199;Modulprüfung zum Modul: Basismodul Deutschdidaktik (Lehramt Grundschule-Didaktikfach)
20242;1030199;;Neue Modulprüfung BASISMODUL DD alle LA;34;Lehramt für Sonderpädagogik GS (modularisiert / 2 Unterrichtsfächer);067;Deutsche Philologie;---;D1;;D;Didaktik;2024;10199;Modulprüfung zum Modul: Basismodul Fachdidaktik Deutsch
20242;1030199;;Neue Modulprüfung BASISMODUL DD alle LA;35;Lehramt Gymnasium (modularisiert);067;Deutsche Philologie;---;U3;;U;Unterrichtsfach;2010;10599;"Modulprüfung ""Basismodul Deutschdidaktik Lehramt Gymnasium"""
20242;1030199;;Neue Modulprüfung BASISMODUL DD alle LA;39;Lehramt für Sonderpädagogik MS (modularisiert / 2 Unterrichtsfächer);067;Deutsche Philologie;---;D2;;D;Didaktik;2010;10299;Modulprüfung zum Modul: Basismodul Deutschdidaktik (Lehramt Hauptschule-Didaktikfach)
20242;1030199;;Neue Modulprüfung BASISMODUL DD alle LA;89;Master;067;Deutsche Philologie;---;T2;;N;Nebenfach;2011;10299;"Modulprüfung ""Basismodul Deutschdidaktik (MABB)"""
20242;1030225;13974;Doris Lessing's The Golden Notebook;31;Lehramt Grundschule (modularisiert);008;Englische Philologie;---;U1;;U;Unterrichtsfach;2010;10902;Übung zur Literaturwissenschaft
20242;1030225;13974;Doris Lessing's The Golden Notebook;31;Lehramt Grundschule (modularisiert);008;Englische Philologie;---;U1;;U;Unterrichtsfach;2010;20101;Lektürekurs zur Literaturwissenschaft
20242;1030225;13974;Doris Lessing's The Golden Notebook;33;Lehramt Realschule (modularisiert);008;Englische Philologie;---;U2;;U;Unterrichtsfach;2010;10502;Übung zur Literaturwissenschaft
20242;1030225;13974;Doris Lessing's The Golden Notebook;35;Lehramt Gymnasium (modularisiert);008;Englische Philologie;---;00;;E;Erweiterungsfach;2010;10502;Lektürekurs zur englischen Literaturwissenschaft
20242;1030225;13974;Doris Lessing's The Golden Notebook;35;Lehramt Gymnasium (modularisiert);008;Englische Philologie;---;U3;;U;Unterrichtsfach;2010;10502;Lektürekurs zur englischen Literaturwissenschaft
20242;1030225;13974;Doris Lessing's The Golden Notebook;83;Bachelor;008;Englische Philologie;---;T1;;N;Nebenfach;2010;10304;Übung zur Literaturwissenschaft
20242;1030248;13368;100 Jahre Surrealismus und dessen Einfluss auf die deutschsprachige Literatur nach 1945;83;Bachelor;188;Allgemeine und Vergleichende Literaturwissenschaft;---;H1;;H;Hauptfach;2010;11001;Probleme der Forschung I
20242;1030248;13368;100 Jahre Surrealismus und dessen Einfluss auf die deutschsprachige Literatur nach 1945;83;Bachelor;188;Allgemeine und Vergleichende Literaturwissenschaft;---;H1;;H;Hauptfach;2010;11003;Probleme der Forschung II
20242;1030248;13368;100 Jahre Surrealismus und dessen Einfluss auf die deutschsprachige Literatur nach 1945;83;Bachelor;513;Sprache, Literatur und Kultur;---;N3;;N;Nebenfach;2009;22113;Kernveranstaltung zu Themen der Literaturwissenschaft: m
20242;1030248;13368;100 Jahre Surrealismus und dessen Einfluss auf die deutschsprachige Literatur nach 1945;83;Bachelor;513;Sprache, Literatur und Kultur;---;N3;;N;Nebenfach;2009;22115;Kernveranstaltung zu Themen der Literaturwissenschaft: n
20242;1030248;13368;100 Jahre Surrealismus und dessen Einfluss auf die deutschsprachige Literatur nach 1945;83;Bachelor;513;Sprache, Literatur und Kultur;---;N3;;N;Nebenfach;2009;22119;Kernveranstaltung zu Themen der Literaturwissenschaft: p
20242;1030248;13368;100 Jahre Surrealismus und dessen Einfluss auf die deutschsprachige Literatur nach 1945;83;Bachelor;513;Sprache, Literatur und Kultur;---;N3;;N;Nebenfach;2009;24113;Kernveranstaltung zu Themen der Kultur- und Medienwissenschaften: m
20242;1030248;13368;100 Jahre Surrealismus und dessen Einfluss auf die deutschsprachige Literatur nach 1945;83;Bachelor;513;Sprache, Literatur und Kultur;---;N3;;N;Nebenfach;2009;24119;Kernveranstaltung zu Themen der Kultur- und Medienwissenschaften: p
