Semester;AnkerID (veranstid);Veranstaltungstitel;Abschluss;AbschlussTxT;Studiengang;StudiengangTxT;Vertiefung;Schwerpunkt;SchwerpunktTxt;KzFa;KzFaTxt;PO-Version;Porgnr;Pordnr;Prüfungsnr.;Prüfungstext
20242;1039532;A Alb P 2 Variationstypologie Modulprüfung;88;Master;485;Albanologie;---;M0;;H;Hauptfach;2019;10162792;6074549;10299;Modulprüfung zum Modul: Variationstypologie
20242;1039532;MA Alb P 2 Variationstypologie Modulprüfung;88;Master;485;Albanologie;G20;00;;H;Hauptfach;-1;10162793;6081618;20299;Modulprüfung zum Modul: Variationstypologie
20242;1039533;MA Alb P 4 Strukturelle Linguistik des Albanischen I Modulprüfung;88;Master;485;Albanologie;---;M0;;H;Hauptfach;2019;10162798;6074557;10499;Modulprüfung zum Modul: Strukturelle Linguistik des Albanischen I
20242;1039533;MA Alb P 4 Strukturelle Linguistik des Albanischen I Modulprüfung;88;Master;485;Albanologie;G20;00;;H;Hauptfach;-1;10162799;6081626;20499;Modulprüfung zum Modul: Strukturelle Linguistik des Albanischen I
20242;1039534;MA Alb P 8 Sprachkontakt Modulprüfung;88;Master;485;Albanologie;---;M0;;H;Hauptfach;2019;10162800;6074573;10899;Modulprüfung zum Modul: Sprachkontakt
20242;1039534;MA Alb P 8 Sprachkontakt Modulprüfung;88;Master;485;Albanologie;G20;00;;H;Hauptfach;-1;10162801;6081642;20899;Modulprüfung zum Modul: Sprachkontakt
20242;1039546;MA Alb WP 1 Italienisch Modulprüfung;88;Master;485;Albanologie;---;M0;;H;Hauptfach;2019;10162804;6074586;20199;Modulprüfung zum Modul: Italienisch
20242;1039546;MA Alb WP 1 Italienisch Modulprüfung;88;Master;485;Albanologie;---;M0;;H;Hauptfach;2019;10162805;6074586;20199;Modulprüfung zum Modul: Italienisch
20242;1039546;MA Alb WP 1 Italienisch Modulprüfung;88;Master;485;Albanologie;---;M0;;H;Hauptfach;2019;10162806;6074586;20199;Modulprüfung zum Modul: Italienisch
20242;1039920;MA Alb P 3 Sprache und Kultur I Modulprüfung;88;Master;485;Albanologie;---;M0;;H;Hauptfach;2019;10162796;6074553;10399;Modulprüfung zum Modul: Sprache und Kultur I
20242;1039920;MA Alb P 3 Sprache und Kultur I Modulprüfung;88;Master;485;Albanologie;G20;00;;H;Hauptfach;-1;10162797;6081622;20399;Modulprüfung zum Modul: Sprache und Kultur I
20242;1040866;"Italienisch NF ""SLK""/DaZ/BA Rom.: Grundstufe Niveau 1";88;Master;485;Albanologie;---;M0;;H;Hauptfach;2019;10158075;6074586;20199;Modulprüfung zum Modul: Italienisch
20252;1090254;Neugriechisch Ib;88;Master;485;Albanologie;---;M0;;H;Hauptfach;2019;10210965;6074602;20599;Modulprüfung zum Modul: Neugriechisch
20252;1090581;MA Alb P 2 Variationstypologie Modulprüfung;88;Master;485;Albanologie;---;M0;;H;Hauptfach;2019;10233181;6074549;10299;Modulprüfung zum Modul: Variationstypologie
20252;1090581;MA Alb P 2 Variationstypologie Modulprüfung;88;Master;485;Albanologie;G20;00;;H;Hauptfach;-1;10233182;6081618;20299;Modulprüfung zum Modul: Variationstypologie
20252;1090582;MA Alb P 4 Strukturelle Linguistik des Albanischen I Modulprüfung;88;Master;485;Albanologie;---;M0;;H;Hauptfach;2019;10233185;6074557;10499;Modulprüfung zum Modul: Strukturelle Linguistik des Albanischen I
20252;1090582;MA Alb P 4 Strukturelle Linguistik des Albanischen I Modulprüfung;88;Master;485;Albanologie;G20;00;;H;Hauptfach;-1;10233186;6081626;20499;Modulprüfung zum Modul: Strukturelle Linguistik des Albanischen I
20252;1090583;MA Alb P 8 Sprachkontakt Modulprüfung;88;Master;485;Albanologie;---;M0;;H;Hauptfach;2019;10233195;6074573;10899;Modulprüfung zum Modul: Sprachkontakt
20252;1090583;MA Alb P 8 Sprachkontakt Modulprüfung;88;Master;485;Albanologie;G20;00;;H;Hauptfach;-1;10233196;6081642;20899;Modulprüfung zum Modul: Sprachkontakt
20252;1090594;MA Alb WP 1 Italienisch Modulprüfung;88;Master;485;Albanologie;---;M0;;H;Hauptfach;2019;10233199;6074586;20199;Modulprüfung zum Modul: Italienisch
20252;1090594;MA Alb WP 1 Italienisch Modulprüfung;88;Master;485;Albanologie;---;M0;;H;Hauptfach;2019;10233200;6074586;20199;Modulprüfung zum Modul: Italienisch
20252;1090594;MA Alb WP 1 Italienisch Modulprüfung;88;Master;485;Albanologie;---;M0;;H;Hauptfach;2019;10233201;6074586;20199;Modulprüfung zum Modul: Italienisch
20252;1090955;MA Alb P 3 Sprache und Kultur I Modulprüfung;88;Master;485;Albanologie;---;M0;;H;Hauptfach;2019;10233183;6074553;10399;Modulprüfung zum Modul: Sprache und Kultur I
20252;1090955;MA Alb P 3 Sprache und Kultur I Modulprüfung;88;Master;485;Albanologie;---;M0;;H;Hauptfach;2019;10238037;6074553;10399;Modulprüfung zum Modul: Sprache und Kultur I
20252;1090955;MA Alb P 3 Sprache und Kultur I Modulprüfung;88;Master;485;Albanologie;G20;00;;H;Hauptfach;-1;10233184;6081622;20399;Modulprüfung zum Modul: Sprache und Kultur I
20252;1090955;MA Alb P 3 Sprache und Kultur I Modulprüfung;88;Master;485;Albanologie;G20;00;;H;Hauptfach;-1;10238038;6081622;20399;Modulprüfung zum Modul: Sprache und Kultur I
20252;1091840;"Italienisch NF ""SLK""/DaZ/BA Rom.: Grundstufe Niveau 1";88;Master;485;Albanologie;---;M0;;H;Hauptfach;2019;10231271;6074586;20199;Modulprüfung zum Modul: Italienisch
20252;1092600;Türkisch 1;88;Master;485;Albanologie;---;M0;;H;Hauptfach;2019;10210979;6074605;20699;Modulprüfung zum Modul: Türkisch
20252;1094754;Bosnisch/Kroatisch/Montenegrinisch/Serbisch I;88;Master;485;Albanologie;---;M0;;H;Hauptfach;2019;10210980;6074594;20399;Modulprüfung zum Modul: Serbisch-Kroatisch
20252;1117238;Prosody of Albanian;88;Master;485;Albanologie;---;M0;;H;Hauptfach;2019;10233176;6074545;10199;Modulprüfung zum Modul: Grundzüge der Albanologie
20242;1031208;Einführung in die lateinische Sprache und Kultur III (Vorbereitung auf die Latinumsprüfung);83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10159056;6076222;28999;Modulprüfung zum Modul: Sprachpraxis III - Latein
20242;1031209;Einführung in die griechische Sprache und Kultur II;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2009;10158992;6010815;20398;"Modulteilprüfung zu ""Einführung in die Griechische Sprache und Kultur IIa"" und ""Einführung in die Griechische Sprache und Kultur IIb"""
20242;1031209;Einführung in die griechische Sprache und Kultur II;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10158998;6076073;24499;Modulprüfung zum Modul: Sprachpraxis II - Altgriechisch
20242;1031480;Einführung in die lateinische Sprache und Kultur I, Grundstufe (für Anfänger ohne Vorkenntnisse);83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2009;10159025;6010118;20701;Einführung in die lateinische Sprache und Kultur I Grundstufe
20242;1031480;Einführung in die lateinische Sprache und Kultur I, Grundstufe (für Anfänger ohne Vorkenntnisse);83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10159028;6075979;21699;Modulprüfung zum Modul: Sprachpraxis I - Latein
20242;1034320;Einführung in die lateinische Sprache und Kultur II, Mittelstufe (für Fortgeschrittene);83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2009;10159045;6010144;20702;Einführung in die lateinische Sprache und Kultur II Mittelstufe
20242;1034320;Einführung in die lateinische Sprache und Kultur II, Mittelstufe (für Fortgeschrittene);83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10159046;6076102;25399;Modulprüfung zum Modul: Sprachpraxis II - Latein
20242;1034321;Einführung in die griechische Sprache und Kultur I;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10158963;6075953;20899;Modulprüfung zum Modul: Sprachpraxis I - Altgriechisch
20242;1034321;Einführung in die griechische Sprache und Kultur I;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10158980;6075953;20899;Modulprüfung zum Modul: Sprachpraxis I - Altgriechisch
20242;1034484;Cours élémentaire II (B.A. und LA);83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10165333;6076353;32899;Modulprüfung zum Modul: Sprachpraxis IV - Rumänisch
20242;1036743;Português I (BA);83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2009;10161939;6010120;20801;Grammatikkompetenz 1 (Übung)
20242;1036743;Português I (BA);83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2009;10161941;6010121;20802;Sprachliche und landeskundliche Übungen 1 (Übung)
20242;1036743;Português I (BA);83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10161940;6075992;22099;Modulprüfung zum Modul: Sprachpraxis I - Portugiesisch
20242;1039181;Neugriechisch Ia;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10133337;6075957;20999;Modulprüfung zum Modul: Sprachpraxis I - Neugriechisch
20242;1039182;Neugriechisch Ib;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10133344;6075957;20999;Modulprüfung zum Modul: Sprachpraxis I - Neugriechisch
20242;1039183;Neugriechisch  III;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10141883;6076204;28399;Modulprüfung zum Modul: Sprachpraxis III - Neugriechisch
20242;1039257;"Märchen gesammelt, was nun? &#8722; Tonaufnahmen bearbeiten mit dem Programm ELAN";83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10137668;6076164;27199;Modulprüfung zum Modul: Sprachpraxis II - Weitere uralische Sprache
20242;1039257;"Märchen gesammelt, was nun? &#8722; Tonaufnahmen bearbeiten mit dem Programm ELAN";83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10137669;6076040;23499;Modulprüfung zum Modul: Sprachpraxis I - Weitere uralische Sprache
20242;1039257;"Märchen gesammelt, was nun? &#8722; Tonaufnahmen bearbeiten mit dem Programm ELAN";83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10141442;6076330;32199;Modulprüfung zum Modul: Empirische Sprachwissenschaft II
20242;1039258;Finnisch III;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10137671;6076200;28299;Modulprüfung zum Modul: Sprachpraxis III - Finnisch
20242;1039265;Nahuatl (Mexiko) 1 (I+II);83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10140750;6076034;23299;Modulprüfung zum Modul: Sprachpraxis I - Indigene Sprachen der Amerikas
20242;1039303;Ungarisch III;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10137707;6076324;31999;Modulprüfung zum Modul: Sprachpraxis III - Ungarisch
20242;1039305;Ungarischer Lektüre- und Übersetzungskurs IX;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10137778;6076324;31999;Modulprüfung zum Modul: Sprachpraxis III - Ungarisch
20242;1039312;Estnisch III;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10137698;6076197;28199;Modulprüfung zum Modul: Sprachpraxis III - Estnisch
20242;1039313;Estnisch I;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10137705;6075946;20699;Modulprüfung zum Modul: Sprachpraxis I - Estnisch
20242;1039357;Sumerisch I;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2009;10132774;6010126;21001;Sumerisch I
20242;1039357;Sumerisch I;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10132768;6076014;22699;Modulprüfung zum Modul: Sprachpraxis I - Sumerisch
20242;1039357;Sumerisch I;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10163908;6076099;25299;Modulprüfung zum Modul: Sprachpraxis I - Koptisch
20242;1039360;Aufbaukurs Persisch 1 (= Persisch 3);83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10141882;6076283;30899;Modulprüfung zum Modul: Sprachpraxis III - Persisch
20242;1039672;Sprachtypologie und Kognition 1;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2009;10157070;6010175;10904;Sprachtypologie und Kognition I
20242;1039672;Sprachtypologie und Kognition 1;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10157065;6076277;30699;Modulprüfung zum Modul: Empirische Sprachwissenschaft I
20242;1039673;Sockel Semantik, Lexikologie, Lexikographie;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2009;10157018;6010190;10899;"Modulprüfung  ""Bedeutung"""
20242;1039673;Sockel Semantik, Lexikologie, Lexikographie;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10157017;6075919;10799;Modulprüfung zum Modul: Semantik
20242;1039678;Historische Sprachwissenschaft westindogermanisch;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2009;10163450;6010157;10502;Historische Sprachwissenschaft westindogermanisch
20242;1039678;Historische Sprachwissenschaft westindogermanisch;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10163445;6076173;27499;Modulprüfung zum Modul: Historische Sprachwissenschaft indogermanischer Einzelsprachen II
20242;1039679;Italische Sprachwissenschaft und Philologie;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2009;10157043;6010156;10501;Historische Sprachwissenschaft des Lateinischen
20242;1039679;Italische Sprachwissenschaft und Philologie;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10157039;6076170;27399;Modulprüfung zum Modul: Historische Sprachwissenschaft indogermanischer Einzelsprachen I
20242;1039679;Italische Sprachwissenschaft und Philologie;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10157040;6076225;29099;Modulprüfung zum Modul: Historische Sprachwissenschaft indogermanischer Einzelsprachen III
20242;1039679;Italische Sprachwissenschaft und Philologie;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10157041;6076274;30599;Modulprüfung zum Modul: Historische Sprachwissenschaft indogermanischer Einzelsprachen IV
20242;1039681;Historische Sprachwissenschaft des Lateinischen;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2009;10157029;6010156;10501;Historische Sprachwissenschaft des Lateinischen
20242;1039681;Historische Sprachwissenschaft des Lateinischen;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10157024;6076170;27399;Modulprüfung zum Modul: Historische Sprachwissenschaft indogermanischer Einzelsprachen I
20242;1039682;Angewandter Sprachvergleich: Indogermanisches Verbum;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10157090;6076333;32299;Modulprüfung zum Modul: Themen der historischen Sprachwissenschaft II
20242;1039683;Einführung in die historische Sprachwissenschaft;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10156992;6075899;10299;Modulprüfung zum Modul: Grundlagen der historischen Sprachwissenschaft
20242;1039693;Einführung in die Albanologie;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10157071;6076231;29299;Modulprüfung zum Modul: Themen der Sprachtypologie II
20242;1039693;Einführung in die Albanologie;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10157072;6076277;30699;Modulprüfung zum Modul: Empirische Sprachwissenschaft I
20242;1039693;Einführung in die Albanologie;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10157073;6076330;32199;Modulprüfung zum Modul: Empirische Sprachwissenschaft II
20242;1039708;Klassisches Tibetisch 3 Linguistik und Semantik;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10144710;6076327;32099;Modulprüfung zum Modul: Sprachpraxis III - Zentralasiatische Sprachen
20242;1039709;Sanskrit 3 Linguistik und Semantik;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10134479;6076210;28599;Modulprüfung zum Modul: Sprachpraxis III - Altindische Sprache
20242;1039710;"""Basti"" von Intizar Husain (Urdu/Hindi 3)";83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10134508;6076213;28699;Modulprüfung zum Modul: Sprachpraxis III - Moderne indische Sprache
20242;1039728;Einführung in das Vedische;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2009;10157060;6010173;10902;Historische Sprachwissenschaft des Indoiranischen
20242;1039728;Einführung in das Vedische;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10157055;6076274;30599;Modulprüfung zum Modul: Historische Sprachwissenschaft indogermanischer Einzelsprachen IV
20242;1039757;Aufbaukurs Türkisch 1 (= Türkisch 3);83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10165473;6076317;31799;Modulprüfung zum Modul: Sprachpraxis III - Türkisch
20242;1039867;Einführung in die Erforschung der menschlichen Sprache;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10156987;6075895;10199;Modulprüfung zum Modul: Grundlagen der Erforschung menschlicher Sprache
20242;1040714;Klassisches Tibetisch 1 Grammatik und Semantik;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2009;10144726;6010829;21199;"Modulteilprüfung zu  ""Klassisches Tibetisch 1 Grammatik"" und ""Klassisches Tibetisch 1 Semantik"""
20242;1040714;Klassisches Tibetisch 1 Grammatik und Semantik;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10144714;6076043;23599;Modulprüfung zum Modul: Sprachpraxis I - Zentralasiatische Sprachen
20242;1040824;Sanskrit 1 Grammatik und Semantik;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2009;10134531;6010828;20999;"Modulteilprüfung zu  ""Sanskrit 1 Grammatik"" und ""Sanskrit 1 Semantik"""
20242;1040824;Sanskrit 1 Grammatik und Semantik;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10134537;6075966;21299;Modulprüfung zum Modul: Sprachpraxis I - Altindische Sprache
20242;1041440;Ungarisch I;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10137722;6076028;23099;Modulprüfung zum Modul: Sprachpraxis I - Ungarisch
20242;1041455;Finnisch I;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10137680;6075949;20799;Modulprüfung zum Modul: Sprachpraxis I - Finnisch
20242;1041461;Slovenisch III;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10140532;6076310;31599;Modulprüfung zum Modul: Sprachpraxis III - Slovenisch
20242;1041470;Albanisch 3;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10162764;6076183;27799;Modulprüfung zum Modul: Sprachpraxis III - Albanisch
20242;1041474;Manjurisch I (P9.1.2 BA/WP3.2 MA);83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10133872;6076043;23599;Modulprüfung zum Modul: Sprachpraxis I - Zentralasiatische Sprachen
20242;1041560;P 1.1 Sockel Phonetik;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2009;10114787;6010097;10101;Sockel Phonetik
20242;1041611;Koptisch II;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10127225;6076219;28899;Modulprüfung zum Modul: Sprachpraxis II - Koptisch
20242;1041676;Hebräisch 1;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10134742;6075960;21099;Modulprüfung zum Modul: Sprachpraxis I - Hebräisch
20242;1041681;Aufbaukurs Hebräisch 1 (= Hebräisch 3);83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10134825;6076207;28499;Modulprüfung zum Modul: Sprachpraxis III - Hebräisch
20242;1041683;Aufbaukurs Arabisch 1 (= Arabisch 3);83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10140781;6076190;27999;Modulprüfung zum Modul: Sprachpraxis III - Arabisch
20242;1041685;Türkisch 1;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10134797;6076021;22899;Modulprüfung zum Modul: Sprachpraxis I - Türkisch
20242;1041686;Arabisch 1, Gruppe 1;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10140788;6075935;20399;Modulprüfung zum Modul: Sprachpraxis I - Arabisch
20242;1041687;Arabisch 1, Gruppe 2;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10140802;6075935;20399;Modulprüfung zum Modul: Sprachpraxis I - Arabisch
20242;1041688;Persisch 1;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10134776;6075985;21899;Modulprüfung zum Modul: Sprachpraxis I - Persisch
20242;1041704;"Nuu-chah-nulth (""Nootka"", Kanada) 1 (I+II)";83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10140736;6076034;23299;Modulprüfung zum Modul: Sprachpraxis I - Indigene Sprachen der Amerikas
20242;1041705;Quechua (Cusco-Variante, Peru) 1 (I+II);83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10140722;6076327;32099;Modulprüfung zum Modul: Sprachpraxis III - Zentralasiatische Sprachen
20242;1041705;Quechua (Cusco-Variante, Peru) 1 (I+II);83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10140728;6076034;23299;Modulprüfung zum Modul: Sprachpraxis I - Indigene Sprachen der Amerikas
20242;1041804;Urdu/Hindi 1 Grammatik und Semantik;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2009;10134561;6010826;20699;"Modulteilprüfung zu  ""Hindi 1 Grammatik"" und ""Hindi 1 Semantik"""
20242;1041804;Urdu/Hindi 1 Grammatik und Semantik;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10134549;6075969;21399;Modulprüfung zum Modul: Sprachpraxis I - Moderne indische Sprache
20242;1041860;Mittelägyptisch I;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10141859;6075982;21799;Modulprüfung zum Modul: Sprachpraxis I - Mittelägyptisch
20242;1041889;Die Sprachen der Welt: Somali;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2009;10157051;6010159;10504;Die Sprachen der Welt
20242;1041889;Die Sprachen der Welt: Somali;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10157044;6076173;27499;Modulprüfung zum Modul: Historische Sprachwissenschaft indogermanischer Einzelsprachen II
20242;1041889;Die Sprachen der Welt: Somali;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10157046;6076176;27599;Modulprüfung zum Modul: Themen der Sprachtypologie I
20242;1041890;Albanisch 1;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2009;10162749;6010105;20201;Albanisch I
20242;1041890;Albanisch 1;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10162748;6075932;20299;Modulprüfung zum Modul: Sprachpraxis I - Albanisch
20242;1042283;Einführung in das Klassische Chinesisch 1 (P5.1 HF/WP2.1 NF);83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10133702;6075943;20599;Modulprüfung zum Modul: Sprachpraxis I - Klassisches Chinesisch
20242;1042644;Sockel Morphologie;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2009;10157012;6010188;10499;"Modulprüfung ""Morphosyntax mit morphologischem Schwerpunkt"""
20242;1042644;Sockel Morphologie;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10157011;6075911;10599;Modulprüfung zum Modul: Morphologie
20242;1042865;P 1.1 Einführung in die Themen und Forschungsfelder der Digital Humanities;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10142598;6076180;27699;Modulprüfung zum Modul: Grundlagen der Digital Humanities
20242;1042955;Rumänisch für Anfänger I;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2009;10161946;6010120;20801;Grammatikkompetenz 1 (Übung)
20242;1042955;Rumänisch für Anfänger I;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10161945;6075995;22199;Modulprüfung zum Modul: Sprachpraxis I - Rumänisch
20242;1042956;Rumänisch für Fortgeschrittene I;83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10161959;6076294;31199;Modulprüfung zum Modul: Sprachpraxis III - Rumänisch
20242;1042957;Rumänisch für Fortgeschrittene III (Phraseologismen und Satzsyntax im Fokus);83;Bachelor;152;Allgemeine und Indogermanische Sprachwissenschaft;---;H1;;H;Hauptfach;2019;10162193;6076294;31199;Modulprüfung zum Modul: Sprachpraxis III - Rumänisch
